yyyymmdd, pH (Total scale), µatm
20190330, 8.116025, 327.4
20190330, 8.0819875, 365.5
20190330, 8.064425, 382.6
20190330, 8.05915, 393.4
20190330, 8.048925, 402.5
20190330, 8.0686, 392.4
20190330, 8.0622375, 395.5
20190330, 8.04105, 416.9
20190330, 8.0597375, 398
20190330, 8.0639125, 396.6
20190330, 8.09945, 339.1
20190330, 8.098425, 337.6
20190330, 8.1069375, 318.6
20190330, 8.0906375, 354.8
20190330, 8.08085, 362.8
20190330, 8.0771125, 366.2
20190330, 8.09045, 358.1
20190330, 8.09265, 353.8
20190330, 8.0808875, 366.7
20190331, 8.09065, 363.4
20190331, 8.0798375, 376.8
20190331, 8.0682875, 385.9
20190331, 8.0663875, 392.4
20190331, 8.08395, 341.7
20190331, 8.08345, 346.5
20190331, 8.0499, 380
20190331, 8.06375, 386.4
20190331, 8.0620875, 393.2
20190331, 8.0609875, 395.7
20190331, 8.0652125, 395.6
20190331, 8.0583625, 399.8
20190331, 8.0592125, 399.3
20190331, 8.0608625, 398.1
20190331, 8.062775, 396.1
20190331, 8.07245, 390.7
20190331, 8.0675375, 388.8
20190331, 8.0818875, 372.6
20190331, 8.163, 363.5
20190331, 8.1083625, 346.2
20190331, 8.0844875, 372.2
20190331, 8.0822, 367.1
20190331, 8.0742625, 382.8
20190331, 8.0849, 382.1
20190401, 8.078925, 392.9
20190401, 8.0648125, 400.2
20190401, 8.0608625, 402.5
20190401, 8.06025, 408.3
20190401, 8.067125, 369.8
20190401, 8.074175, 352.9
20190401, 8.0703, 345.8
20190401, 8.051475, 384.8
20190401, 8.0606875, 390
20190401, 8.054875, 394.2
20190401, 8.046825, 402.1
20190401, 8.0439875, 407.7
20190401, 8.042, 344.7
20190401, 8.0637625, 356.2
20190401, 8.06465, 378.6
20190401, 8.05555, 367.6
20190401, 8.1218125, 346.1
20190401, 8.0845, 350.1
20190401, 8.0873875, 340
20190401, 8.0700625, 339
20190401, 8.0737375, 336.1
20190401, 8.0903625, 334.9
20190401, 8.0679125, 340.2
20190402, 8.069475, 350.9
20190402, 8.06865, 357.5
20190402, 8.0647875, 361.3
20190402, 8.068325, 370.3
20190402, 8.0661375, 368.4
20190402, 8.064725, 379.3
20190402, 8.066925, 379.5
20190402, 8.063625, 386.5
20190402, 8.0550625, 382.7
20190402, 8.0682875, 385.2
20190402, 8.050125, 395.8
20190402, 8.042075, 397.1
20190402, 8.058575, 385.3
20190402, 8.0651625, 379.8
20190402, 8.0594125, 386.9
20190402, 8.062, 383.6
20190402, 8.0879125, 373.7
20190402, 8.063625, 385.3
20190402, 8.066125, 372.9
20190402, 8.0746625, 371.3
20190402, 8.11675, 352.3
20190402, 8.1394125, 320.7
20190402, 8.1200125, 339.5
20190402, 8.082575, 365.8
20190403, 8.062325, 381
20190403, 8.0681125, 380.6
20190403, 8.067775, 388.1
20190403, 8.0604625, 385.1
20190403, 8.0688, 387.6
20190403, 8.0564875, 402.8
20190403, 8.0503625, 400.5
20190403, 8.0557, 402.5
20190403, 8.0790375, 362.1
20190403, 8.0759125, 342.9
20190403, 8.0826125, 325
20190403, 8.0673125, 387.2
20190403, 8.0548875, 377.4
20190403, 8.0553, 375.6
20190403, 8.0686, 368.9
20190403, 8.0664, 375.1
20190403, 8.07035, 370.8
20190403, 8.0839625, 366.2
20190403, 8.0730125, 361.3
20190403, 8.131075, 317.5
20190403, 8.1304875, 325.6
20190403, 8.0997875, 356.5
20190403, 8.0821375, 338
20190403, 8.0859375, 355.2
20190404, 8.07735, 363.3
20190404, 8.075375, 370.3
20190404, 8.0634125, 378.6
20190404, 8.0603, 386.3
20190404, 8.0574375, 392.3
20190404, 8.0553, 399.6
20190404, 8.058125, 396.1
20190404, 8.052875, 406.6
20190404, 8.0698125, 365.5
20190404, 8.0626375, 372.7
20190404, 8.053075, 386
20190404, 8.0474, 384.1
20190404, 8.055875, 385.2
20190404, 8.066475, 382.9
20190404, 8.0697625, 374.2
20190404, 8.063875, 387.4
20190404, 8.0678375, 375.5
20190404, 8.096925, 373.8
20190404, 8.074125, 349.1
20190404, 8.0849125, 370.3
20190404, 8.173375, 295.6
20190404, 8.1369375, 303.5
20190404, 8.119825, 308.2
20190404, 8.0925, 324.8
20190405, 8.0850125, 328.7
20190405, 8.074625, 289.2
20190405, 8.0732125, 327.4
20190405, 8.0698375, 347.9
20190405, 8.06465, 356.9
20190405, 8.0630875, 365
20190405, 8.06675, 374.1
20190405, 8.0916375, 346.4
20190405, 8.079725, 348.8
20190405, 8.0810375, 338.7
20190405, 8.063525, 358.5
20190405, 8.060425, 369
20190405, 8.071075, 358.8
20190405, 8.071125, 356.7
20190405, 8.099475, 347.6
20190405, 8.085525, 348.9
20190405, 8.1195, 345.3
20190405, 8.10425, 324.9
20190405, 8.0987375, 353.5
20190405, 8.07925, 354.4
20190405, 8.0811375, 356.2
20190405, 8.104025, 331.3
20190405, 8.088875, 350.7
20190406, 8.0891375, 352.8
20190406, 8.0716125, 367.9
20190406, 8.061525, 379.9
20190406, 8.063233333, 388.9
20190406, 8.064325, 388.5
20190406, 8.0611125, 391
20190406, 8.057404167, 395.3
20190406, 8.051625, 397.7
20190406, 8.0519125, 400
20190406, 8.058925, 402.2
20190406, 8.069657143, 373.5
20190406, 8.059825, 386.6
20190406, 8.05595, 387.4
20190406, 8.05505, 383.7
20190406, 8.0642125, 386.4
20190406, 8.090228571, 366.6
20190406, 8.093525, 375.3
20190406, 8.064875, 390.7
20190406, 8.0724875, 378.6
20190406, 8.059825, 389.2
20190406, 8.088942857, 381.6
20190406, 8.087514286, 334.2
20190406, 8.101357143, 332.9
20190406, 8.112471429, 317.4
20190407, 8.114914286, 332
20190407, 8.090628571, 363.2
20190407, 8.092214286, 354.1
20190407, 8.077471429, 370.6
20190407, 8.066314286, 382
20190407, 8.057642857, 384.4
20190407, 8.063842857, 384.5
20190407, 8.061385714, 390.6
20190407, 8.060171429, 392
20190407, 8.083657143, 353.2
20190407, 8.070842857, 363.5
20190407, 8.065471429, 369.7
20190407, 8.056342857, 356.8
20190407, 8.063714286, 375.1
20190407, 8.062657143, 379
20190407, 8.097642857, 369.1
20190407, 8.078271429, 353.6
20190407, 8.126871429, 336.6
20190407, 8.100328571, 349.6
20190407, 8.069842857, 381.9
20190407, 8.072457143, 372.1
20190407, 8.079814286, 376
20190407, 8.110828571, 365.5
20190407, 8.077328571, 369.9
20190408, 8.073985714, 358.1
20190408, 8.056042857, 377.3
20190408, 8.0597, 384.8
20190408, 8.064557143, 388.5
20190408, 8.059542857, 383.1
20190408, 8.061257143, 387.3
20190408, 8.057385714, 390.6
20190408, 8.068414286, 381.9
20190408, 8.076857143, 371.7
20190408, 8.072557143, 367
20190408, 8.088785714, 339.2
20190408, 8.090828571, 321.9
20190408, 8.085314286, 321.7
20190408, 8.089457143, 317.8
20190408, 8.099342857, 272.3
20190408, 8.063971429, 326.5
20190408, 8.051971429, 357.2
20190408, 8.055857143, 361.9
20190408, 8.054714286, 374.1
20190408, 8.0614, 370.6
20190408, 8.070642857, 354.6
20190408, 8.087023333, 329.7
20190408, 8.093271429, 323.4
20190409, 8.086871429, 326.3
20190409, 8.081703333, 332.7
20190409, 8.073071429, 339.4
20190409, 8.067328571, 347.1
20190409, 8.059013333, 365.5
20190409, 8.056971429, 376.7
20190409, 8.051414286, 383.2
20190409, 8.057928571, 384.6
20190409, 8.0524, 368.5
20190409, 8.065714286, 359.5
20190409, 8.067357143, 350
20190409, 8.079657143, 332.8
20190409, 8.068714286, 334.3
20190409, 8.073153333, 328.5
20190409, 8.081528571, 330.2
20190409, 8.084442857, 355.3
20190409, 8.063933333, 359.6
20190409, 8.062657143, 365.2
20190409, 8.060228571, 378.1
20190409, 8.063, 377.3
20190409, 8.065286667, 379.2
20190409, 8.077014286, 367.9
20190409, 8.072414286, 367.3
20190409, 8.09577, 320.6
20190410, 8.090757143, 327.4
20190410, 8.0609, 375.5
20190410, 8.06456, 377.9
20190410, 8.0598, 380.5
20190410, 8.063514286, 385.4
20190410, 8.057243333, 383.8
20190410, 8.047603333, 394.5
20190410, 8.048603333, 396.3
20190410, 8.049253333, 399.2
20190410, 8.054676667, 399.4
20190410, 8.04572, 386.7
20190410, 8.077053333, 330
20190410, 8.07033, 339.8
20190410, 8.065683333, 337.5
20190410, 8.12174, 292.1
20190410, 8.121396667, 321.1
20190410, 8.064536667, 345.9
20190410, 8.05578, 352.3
20190410, 8.052986667, 356
20190410, 8.073086667, 354.6
20190410, 8.08185, 360
20190410, 8.068316667, 364.2
20190410, 8.071066667, 354.1
20190410, 8.075833333, 355.5
20190411, 8.08991, 339.5
20190411, 8.084646667, 344
20190411, 8.078353333, 350.7
20190411, 8.068083333, 366.6
20190411, 8.04981, 382.8
20190411, 8.07658, 372.6
20190411, 8.060806667, 379.3
20190411, 8.053603333, 391.7
20190411, 8.05326, 398.2
20190411, 8.048306667, 402.2
20190411, 8.045886667, 399.4
20190411, 8.04051, 400.4
20190411, 8.048853333, 386.9
20190411, 8.073333333, 348.6
20190411, 8.12791, 326.5
20190411, 8.09175, 345.2
20190411, 8.159916667, 324.8
20190411, 8.091556667, 359.1
20190411, 8.087026667, 343.5
20190411, 8.085576667, 322.9
20190411, 8.11451, 341.7
20190411, 8.084843333, 346.1
20190411, 8.09067, 363
20190411, 8.076876667, 372.9
20190412, 8.07232, 379.9
20190412, 8.06528, 386.9
20190412, 8.070793333, 371.8
20190412, 8.063956667, 321.6
20190412, 8.05555, 356.9
20190412, 8.078256667, 370.2
20190412, 8.060736667, 390.9
20190412, 8.05064, 385.6
20190412, 8.061196667, 394.7
20190412, 8.061813333, 388.9
20190412, 8.05445, 393.4
20190412, 8.05375, 337.1
20190412, 8.077326667, 338.4
20190412, 8.0763, 344.8
20190412, 8.069463333, 349.5
20190412, 8.082336667, 341.8
20190412, 8.074073333, 366
20190412, 8.06519, 370.9
20190412, 8.077416667, 368.5
20190412, 8.074283333, 364.7
20190412, 8.081816667, 359.1
20190412, 8.08444, 372.3
20190412, 8.066473333, 381.2
20190413, 8.05818, 386.1
20190413, 8.05196, 397.4
20190413, 8.057803333, 403.5
20190413, 8.077686667, 375.8
20190413, 8.05783, 386.6
20190413, 8.056553333, 387
20190413, 8.057476667, 397.5
20190413, 8.050153333, 407.5
20190413, 8.055376667, 402.8
20190413, 8.05464, 403.7
20190413, 8.050473333, 401.7
20190413, 8.042016667, 405.7
20190413, 8.046293333, 398.9
20190413, 8.04139, 403.3
20190413, 8.063106667, 353
20190413, 8.073246667, 353.9
20190413, 8.073263333, 341.5
20190413, 8.11153, 319.3
20190413, 8.105246667, 354.7
20190413, 8.074966667, 365.2
20190413, 8.07627, 369.9
20190413, 8.076333333, 346.8
20190413, 8.094736667, 346.5
20190413, 8.093453333, 345.4
20190414, 8.094656667, 362.6
20190414, 8.063566667, 376.2
20190414, 8.055076667, 385.9
20190414, 8.119613333, 321.6
20190414, 8.08354, 342
20190414, 8.080603333, 353.6
20190414, 8.05924, 374.1
20190414, 8.048196667, 384.7
20190414, 8.047353333, 388.8
20190414, 8.053376667, 384
20190414, 8.054026667, 395.3
20190414, 8.045993333, 396
20190414, 8.049966667, 395.2
20190414, 8.05877, 384.8
20190414, 8.0683, 354.5
20190414, 8.071776667, 338.5
20190414, 8.076476667, 343.3
20190414, 8.07032, 329.5
20190414, 8.126343333, 318.7
20190414, 8.143983333, 321.4
20190414, 8.077266667, 354.3
20190414, 8.097633333, 334.9
20190414, 8.080866667, 349.5
20190414, 8.122426667, 335.7
20190415, 8.115, 355.6
20190415, 8.087366667, 368.9
20190415, 8.06267, 380
20190415, 8.150126667, 294.1
20190415, 8.149976667, 268.4
20190415, 8.11487, 280.2
20190415, 8.114336667, 294.8
20190415, 8.11068, 338.5
20190415, 8.06473, 357.4
20190415, 8.06634, 353.4
20190415, 8.073856667, 360.7
20190415, 8.04886, 381.1
20190415, 8.05359, 377.3
20190415, 8.061653333, 386.6
20190415, 8.050656667, 382.2
20190415, 8.095833333, 334.4
20190415, 8.071686667, 302
20190415, 8.071116667, 330.3
20190415, 8.093556667, 308.3
20190415, 8.118813333, 319.5
20190415, 8.09774, 342.9
20190415, 8.10504, 335
20190415, 8.11146, 332.4
20190416, 8.082453333, 351.9
20190416, 8.08322, 358.8
20190416, 8.079956667, 367
20190416, 8.073833333, 374.7
20190416, 8.08798, 340.7
20190416, 8.084563333, 336.5
20190416, 8.073976667, 339.2
20190416, 8.071993333, 345.3
20190416, 8.050986667, 376.2
20190416, 8.046046667, 388.9
20190416, 8.053663333, 374.1
20190416, 8.050156667, 380.3
20190416, 8.0368, 391
20190416, 8.056876667, 386.9
20190416, 8.069236667, 381.5
20190416, 8.076236667, 364.4
20190416, 8.097223333, 353.9
20190416, 8.165823333, 308
20190416, 8.137316667, 303.9
20190416, 8.103606667, 318.3
20190416, 8.082926667, 334.8
20190416, 8.074336667, 337.8
20190416, 8.075696667, 334.9
20190416, 8.06265, 335.1
20190417, 8.070516667, 350.1
20190417, 8.058853333, 362.6
20190417, 8.06504, 366.8
20190417, 8.06524, 368.9
20190417, 8.070333333, 369.4
20190417, 8.0576, 378.7
20190417, 8.07084, 350.7
20190417, 8.053526667, 362.3
20190417, 8.058413333, 370.3
20190417, 8.048103333, 374
20190417, 8.05387, 380.9
20190417, 8.054313333, 378.9
20190417, 8.047986667, 386.9
20190417, 8.040286667, 378.3
20190417, 8.055986667, 377
20190417, 8.067636667, 381.4
20190417, 8.100963333, 368.7
20190417, 8.07927, 359.9
20190417, 8.080476667, 337.7
20190417, 8.086306667, 328.9
20190417, 8.08714, 334.7
20190417, 8.08135, 323.3
20190417, 8.095893333, 334.7
20190417, 8.075053333, 356
20190418, 8.09372, 349.7
20190418, 8.08067, 366.2
20190418, 8.070366667, 374.3
20190418, 8.07641, 380.1
20190418, 8.072793333, 387.6
20190418, 8.07063, 388.4
20190418, 8.07353, 395.6
20190418, 8.079143333, 365.2
20190418, 8.08536, 351.5
20190418, 8.075783333, 346
20190418, 8.065123333, 362.1
20190418, 8.05585, 366.9
20190418, 8.069506667, 367.3
20190418, 8.068503333, 370.3
20190418, 8.061563333, 379.5
20190418, 8.059503333, 381.9
20190418, 8.058593333, 385.4
20190418, 8.062646667, 378.3
20190418, 8.06656, 379.9
20190418, 8.064116667, 375.6
20190418, 8.104376667, 338.4
20190418, 8.091683333, 341.7
20190418, 8.0834, 352.4
20190418, 8.079653333, 363.2
20190419, 8.073106667, 375.1
20190419, 8.072346667, 375.4
20190419, 8.062396667, 383
20190419, 8.059163333, 383.7
20190419, 8.057416667, 386.1
20190419, 8.05875, 327.9
20190419, 8.05356, 344
20190419, 8.065526667, 349.5
20190419, 8.059473333, 352.8
20190419, 8.0587, 360.5
20190419, 8.047173333, 373.3
20190419, 8.052283333, 378.8
20190419, 8.02875, 372.4
20190419, 8.054926667, 378.1
20190419, 8.06317, 381.7
20190419, 8.06083, 377.9
20190419, 8.06805, 375.2
20190419, 8.0633, 374.7
20190419, 8.07293, 375
20190419, 8.00514, 307.2
20190419, 8.090176667, 308.6
20190419, 8.093153333, 332.4
20190419, 8.094743333, 357.5
20190420, 8.063616667, 370.4
20190420, 8.070683333, 371.4
20190420, 8.060586667, 383.6
20190420, 8.054076667, 388.1
20190420, 8.05951, 392.6
20190420, 8.052133333, 396.7
20190420, 8.05628, 397.7
20190420, 8.04634, 400.6
20190420, 8.052926667, 410.3
20190420, 8.049556667, 413.3
20190420, 8.02868, 426.3
20190420, 8.045763333, 407.6
20190420, 8.043713333, 405.5
20190420, 8.049933333, 405.8
20190420, 8.049616667, 406.6
20190420, 8.043393333, 407.4
20190420, 8.051803333, 399.1
20190420, 8.047093333, 409.8
20190420, 8.05649, 407.7
20190420, 8.050826667, 409
20190420, 8.06675, 403.9
20190420, 8.058163333, 398.1
20190420, 8.061153333, 397.4
20190420, 8.053473333, 399.6
20190421, 8.053223333, 405.1
20190421, 8.046773333, 413.4
20190421, 8.03288, 420.1
20190421, 8.04475, 415.8
20190421, 8.038563333, 425.5
20190421, 8.038906667, 425.2
20190421, 8.04414, 424.7
20190421, 8.041496667, 429.1
20190421, 8.03937, 430.2
20190421, 8.02878, 442.3
20190421, 8.033656667, 431.5
20190421, 8.017826667, 432.5
20190421, 8.01737, 431.6
20190421, 8.025583333, 428.4
20190421, 8.028786667, 426.8
20190421, 8.032876667, 426.7
20190421, 8.031996667, 430.2
20190421, 8.040693333, 420.4
20190421, 8.03873, 425.5
20190421, 8.044016667, 425
20190421, 8.043183333, 424.6
20190421, 8.06913, 399.1
20190421, 8.059173333, 389.1
20190421, 8.055846667, 392.1
20190422, 8.054983333, 405.8
20190422, 8.04068, 413.9
20190422, 8.040723333, 416.1
20190422, 8.03791, 426
20190422, 8.03721, 426
20190422, 8.037716667, 428.8
20190422, 8.03528, 426.2
20190422, 8.042786667, 430.6
20190422, 8.041436667, 435.3
20190422, 8.044693333, 400.3
20190422, 8.041663333, 408.7
20190422, 8.039436667, 404.4
20190422, 8.03701, 408.7
20190422, 8.0509, 397.7
20190422, 8.062116667, 401.9
20190422, 8.041576667, 405.4
20190422, 8.06281, 397.8
20190422, 8.046876667, 412.9
20190422, 8.046966667, 354.8
20190422, 8.051433333, 385.4
20190422, 8.049673333, 403.5
20190422, 8.051766667, 391.1
20190422, 8.072586667, 377.5
20190423, 8.066556667, 382
20190423, 8.039726667, 391.7
20190423, 8.056336667, 386.1
20190423, 8.03895, 399.1
20190423, 8.041756667, 410
20190423, 8.037966667, 419.1
20190423, 8.03399, 424.5
20190423, 8.030166667, 426.9
20190423, 8.030726667, 430.7
20190423, 8.037336667, 422.4
20190423, 8.0478, 415.7
20190423, 8.02553, 410.9
20190423, 8.0413, 394.5
20190423, 8.048406667, 372.7
20190423, 8.0488, 370
20190423, 8.02858, 386.5
20190423, 8.04894, 380.7
20190423, 8.031083333, 399.1
20190423, 8.020873333, 407.2
20190423, 8.0275, 405.7
20190423, 8.02757, 410.9
20190423, 8.030323333, 405
20190423, 8.039486667, 404.4
20190423, 8.05762, 370.3
20190424, 8.046206667, 374.4
20190424, 8.024823333, 381.5
20190424, 8.018923333, 410.2
20190424, 8.013616667, 426.1
20190424, 8.01554, 422.7
20190424, 8.011846667, 432.8
20190424, 8.014346667, 431.8
20190424, 8.00693, 445.5
20190424, 8.01432, 439
20190424, 8.00725, 428
20190424, 8.018273333, 428.8
20190424, 8.023606667, 432.4
20190424, 8.029036667, 384.7
20190424, 8.016013333, 395.5
20190424, 8.006843333, 409.1
20190424, 8.011133333, 417.5
20190424, 8.013753333, 418.5
20190424, 8.024973333, 381.8
20190424, 8.025156667, 418.2
20190424, 8.03386, 392.6
20190424, 8.05862, 387.8
20190424, 8.032986667, 402.9
20190424, 8.026686667, 415.6
20190424, 8.023123333, 418
20190425, 8.04738, 364.8
20190425, 7.999643333, 383.5
20190425, 8.00144, 407.4
20190425, 7.993333333, 428.5
20190425, 7.993323333, 432.7
20190425, 7.989343333, 446.7
20190425, 7.9827, 429.4
20190425, 8.00759, 433.4
20190425, 8.00717, 437.4
20190425, 7.994563333, 436.8
20190425, 8.01217, 434.3
20190425, 8.007016667, 431.3
20190425, 8.016536667, 358.9
20190425, 7.989923333, 374
20190425, 7.916153333, 362.4
20190425, 7.98671, 409.2
20190425, 7.99439, 410.1
20190425, 8.003303333, 414.3
20190425, 7.997876667, 406.1
20190425, 8.05031, 387.5
20190425, 8.001183333, 402.4
20190425, 8.022716667, 399.1
20190425, 8.025973333, 393.9
20190425, 8.062723333, 388.6
20190426, 8.019513333, 407.1
20190426, 8.02459, 381.8
20190426, 8.04557, 371
20190426, 8.023806667, 390.7
20190426, 8.007556667, 410
20190426, 7.992826667, 421
20190426, 8.008786667, 410.7
20190426, 7.974016667, 364.8
20190426, 7.98184, 400.6
20190426, 8.000983333, 434.4
20190426, 7.996096667, 432.9
20190426, 8.00305, 433.7
20190426, 8.019083333, 389.8
20190426, 7.999243333, 385.8
20190426, 7.992583333, 401.7
20190426, 7.98534, 420.9
20190426, 7.990743333, 433.7
20190426, 7.97913, 432
20190426, 8.00222, 424.8
20190426, 7.98984, 429.5
20190426, 8.00196, 419.9
20190426, 8.001053333, 431
20190426, 7.995433333, 421.2
20190427, 8.01166, 427
20190427, 8.01083, 415.4
20190427, 8.008383333, 347.2
20190427, 8.027663333, 310
20190427, 7.997286667, 335.9
20190427, 7.98497, 365.3
20190427, 7.97471, 400.9
20190427, 7.964893333, 402.1
20190427, 7.97735, 414.3
20190427, 7.990696667, 420.6
20190427, 7.99946, 433
20190427, 7.986593333, 439.7
20190427, 8.003233333, 432
20190427, 8.006606667, 429
20190427, 8.009303333, 423.7
20190427, 7.99906, 412.5
20190427, 8.014853333, 359.9
20190427, 8.076233333, 382.1
20190427, 8.01928, 406.9
20190427, 8.008883333, 399.6
20190427, 7.997273333, 399
20190427, 8.007263333, 415.9
20190427, 8.00188, 431.9
20190427, 7.989333333, 444.2
20190428, 7.990046667, 454
20190428, 7.984566667, 461.1
20190428, 7.997436667, 456.2
20190428, 7.97058, 438.1
20190428, 7.967883333, 450.1
20190428, 7.976216667, 464.9
20190428, 7.978643333, 458.9
20190428, 7.96986, 472.3
20190428, 7.9615, 473.7
20190428, 7.942093333, 475.8
20190428, 7.97428, 473.1
20190428, 7.981826667, 472.4
20190428, 7.981713333, 472
20190428, 7.998333333, 474.4
20190428, 7.960273333, 436.5
20190428, 7.837893333, 456
20190428, 7.933606667, 472.1
20190428, 7.966746667, 433.5
20190428, 7.95656, 470.5
20190428, 7.954023333, 482.5
20190428, 7.965833333, 472.4
20190428, 7.994033333, 442.2
20190428, 7.978466667, 460.7
20190428, 7.974983333, 472
20190429, 7.968456667, 479.2
20190429, 7.973283333, 492.1
20190429, 7.968886667, 484.2
20190429, 7.92941, 428.4
20190429, 7.947783333, 402.8
20190429, 7.91681, 410.6
20190429, 7.92032, 430.3
20190429, 7.940266667, 473.7
20190429, 7.9692, 473.9
20190429, 7.957546667, 473.4
20190429, 7.952323333, 491.4
20190429, 7.948496667, 487.6
20190429, 7.963743333, 492
20190429, 7.97363, 488.6
20190429, 7.983096667, 449.2
20190429, 7.940223333, 410.5
20190429, 7.892706667, 429.4
20190429, 7.930053333, 407.6
