yyyymmdd, pH (Total scale), µatm
20200314, 8.022233333, 436.8
20200314, 8.016056667, 461.7
20200314, 8.013193333, 481.4
20200314, 8.00378, 515.5
20200314, 8.01433, 538.7
20200314, 8.007726667, 564
20200314, 8.011863333, 560.6
20200314, 8.00942, 565.1
20200314, 8.01334, 573.7
20200314, 8.01154, 592.5
20200314, 8.008843333, 602.2
20200314, 8.006343333, 559.5
20200314, 8.024896667, 488.4
20200314, 8.02008, 452.7
20200314, 8.01383, 429
20200314, 8.01618, 439.2
20200314, 8.003876667, 462.8
20200314, 8.01904, 453.3
20200314, 8.017893333, 482.1
20200314, 8.01854, 490.3
20200314, 8.027843333, 480.7
20200314, 8.02142, 504.4
20200314, 8.020223333, 495.1
20200315, 8.048463333, 448.1
20200315, 8.020636667, 425.6
20200315, 8.006573333, 440.2
20200315, 8.00052, 460
20200315, 8.016346667, 464
20200315, 7.99606, 488.1
20200315, 7.99255, 505.8
20200315, 7.985873333, 518.1
20200315, 8.004346667, 507.2
20200315, 8.004583333, 521.1
20200315, 8.012, 512.4
20200315, 8.010423333, 517.9
20200315, 8.046893333, 440.3
20200315, 8.045193333, 417.9
20200315, 8.05229, 404.2
20200315, 8.01667, 399.5
20200315, 8.040503333, 368.6
20200315, 8.018226667, 394.3
20200315, 8.021006667, 419.3
20200315, 8.013633333, 434.5
20200315, 8.015806667, 443.7
20200315, 8.001596667, 443.4
20200315, 8.010053333, 451.3
20200315, 8.02418, 429.7
20200316, 8.03068, 427.8
20200316, 8.05983, 394.9
20200316, 8.051533333, 384.2
20200316, 8.043546667, 390.5
20200316, 8.040103333, 389.9
20200316, 8.036116667, 407.1
20200316, 8.016743333, 428.3
20200316, 8.024096667, 430.1
20200316, 8.02315, 457.3
20200316, 8.01367, 469.8
20200316, 7.997006667, 457
20200316, 8.01149, 451.2
20200316, 8.028566667, 431.9
20200316, 8.049863333, 397.6
20200316, 8.054153333, 395.7
20200316, 8.042566667, 396.3
20200316, 8.061066667, 383.1
20200316, 8.044226667, 420.5
20200316, 8.026766667, 435.3
20200316, 8.034056667, 430.4
20200316, 8.03954, 438.9
20200316, 8.058196667, 438.3
20200316, 8.047023333, 455.4
20200316, 8.033813333, 476.6
20200317, 8.039023333, 466.7
20200317, 8.033086667, 483
20200317, 8.04003, 476.6
20200317, 8.023653333, 448.4
20200317, 8.049533333, 467.8
20200317, 8.04195, 473.1
20200317, 8.029223333, 479.1
20200317, 8.029826667, 463.8
20200317, 8.02845, 492.7
20200317, 8.02586, 494.8
20200317, 8.038023333, 501.9
20200317, 8.034536667, 470.2
20200317, 8.037666667, 442.4
20200317, 8.029923333, 459
20200317, 8.044873333, 456.5
20200317, 8.0545, 437.1
20200317, 8.05859, 421.3
20200317, 8.06064, 434.3
20200317, 8.055463333, 449.1
20200317, 8.050483333, 457.9
20200317, 8.04933, 466.7
20200317, 8.047026667, 466.7
20200317, 8.049536667, 457.8
20200318, 8.047773333, 464.2
20200318, 8.039806667, 475.6
20200318, 8.042723333, 480.7
20200318, 8.0375, 472
20200318, 8.05726, 443.6
20200318, 8.049603333, 460.4
20200318, 8.041076667, 467.4
20200318, 8.036943333, 472.8
20200318, 8.03295, 489.8
20200318, 8.0341, 488.4
20200318, 8.035936667, 508.7
20200318, 8.033783333, 497.4
20200318, 8.036853333, 504.6
20200318, 8.041066667, 517.5
20200318, 7.99906, 509.5
20200318, 8.045603333, 419.4
20200318, 8.038046667, 430.6
20200318, 8.056546667, 423.8
20200318, 8.053366667, 424.4
20200318, 8.065753333, 406.2
20200318, 8.080033333, 422.8
20200318, 8.06309, 437.6
20200318, 8.06342, 454.2
20200318, 8.05382, 453.5
20200319, 8.066416667, 468.7
20200319, 8.05457, 476.3
20200319, 8.043366667, 489.7
20200319, 8.040836667, 489
20200319, 8.041283333, 512.5
20200319, 8.052536667, 480.9
20200319, 8.053363333, 456.1
20200319, 8.04061, 469.3
20200319, 8.049043333, 478.4
20200319, 8.0414, 483.2
20200319, 8.041423333, 505.3
20200319, 8.02397, 499.6
20200319, 8.027686667, 518
20200319, 8.038053333, 504.3
20200319, 8.021096667, 503.2
20200319, 8.040106667, 478.7
20200319, 8.04526, 461.5
20200319, 8.040293333, 448.3
20200319, 8.081743333, 407.3
20200319, 8.069336667, 400.7
20200319, 8.07793, 396.6
20200319, 8.086593333, 390
20200319, 8.067706667, 402.6
20200319, 8.063473333, 415
20200320, 8.06037, 423.4
20200320, 8.053236667, 425.7
20200320, 8.04825, 426.9
20200320, 8.054816667, 410.8
20200320, 8.054633333, 412
20200320, 8.080373333, 387.7
20200320, 8.084096667, 384.5
20200320, 8.069406667, 394.4
20200320, 8.04848, 419.2
20200320, 8.043643333, 400
20200320, 8.040533333, 431.7
20200320, 8.052986667, 427.7
20200320, 8.061833333, 438.1
20200320, 8.041006667, 436.3
20200320, 8.047556667, 438.2
20200320, 8.03732, 437
20200320, 8.047136667, 442.8
20200320, 8.046303333, 443.9
20200320, 8.057953333, 419.7
20200320, 8.091353333, 393.6
20200320, 8.08455, 391.7
20200320, 8.100926667, 386.2
20200320, 8.066553333, 412.9
20200320, 8.05905, 427.8
20200321, 8.05999, 415.6
20200321, 8.059753333, 416.4
20200321, 8.04791, 429.5
20200321, 8.046693333, 451
20200321, 8.036336667, 451
20200321, 8.04697, 421.3
20200321, 8.06274, 402.4
20200321, 8.071183333, 379.9
20200321, 8.067453333, 383.7
20200321, 8.064613333, 388.3
20200321, 8.04968, 405.7
20200321, 8.04885, 419.5
20200321, 8.049633333, 427.2
20200321, 8.051636667, 409.7
20200321, 8.059176667, 422.8
20200321, 8.061906667, 388
20200321, 8.08724, 388.5
20200321, 8.077283333, 389.9
20200321, 8.096273333, 365.5
20200321, 8.092986667, 355.3
20200321, 8.11592, 338.5
20200321, 8.163936667, 294.8
20200321, 8.11169, 346
20200322, 8.104696667, 354.5
20200322, 8.098593333, 360
20200322, 8.073336667, 390.9
20200322, 8.072016667, 388
20200322, 8.07316, 386.4
20200322, 8.071386667, 383.9
20200322, 8.062126667, 398.4
20200322, 8.071646667, 390.4
20200322, 8.082253333, 367.8
20200322, 8.08651, 364.7
20200322, 8.07902, 381.4
20200322, 8.07542, 394.7
20200322, 8.066863333, 392.4
20200322, 8.067223333, 411.2
20200322, 8.05827, 441.1
20200322, 8.036186667, 441.2
20200322, 8.066656667, 440.2
20200322, 8.059363333, 431.6
20200322, 8.061626667, 418.8
20200322, 8.122423333, 366
20200322, 8.102076667, 384.6
20200322, 8.088893333, 314.4
20200322, 8.10603, 385.3
20200322, 8.082393333, 423.4
20200323, 8.064843333, 435.6
20200323, 8.07181, 429.3
20200323, 8.079503333, 443.5
20200323, 8.080453333, 455.6
20200323, 8.051576667, 469.2
20200323, 7.99408, 493.1
20200323, 8.020236667, 499.6
20200323, 8.01942, 433.3
20200323, 8.110193333, 391.1
20200323, 8.1106, 363.8
20200323, 8.09771, 385.4
20200323, 8.072226667, 396.1
20200323, 8.07688, 422.7
20200323, 8.05318, 430
20200323, 8.078246667, 437.7
20200323, 8.07192, 445.8
20200323, 8.056296667, 442.3
20200323, 8.06928, 426.6
20200323, 8.07967, 412.4
20200323, 8.083156667, 420.5
20200323, 8.085753333, 403.6
20200323, 8.12289, 349.4
20200323, 8.140156667, 357.7
20200323, 8.1185, 379.1
20200324, 8.10038, 396
20200324, 8.101666667, 404.5
20200324, 8.09895, 407.7
20200324, 8.092636667, 400.8
20200324, 8.0881, 397.4
20200324, 8.08709, 397.3
20200324, 8.079983333, 394.7
20200324, 8.09099, 376.4
20200324, 8.099793333, 349.3
20200324, 8.09849, 346.8
20200324, 8.1015, 348.1
20200324, 8.100406667, 354.8
20200324, 8.10578, 360.7
20200324, 8.10631, 357.7
20200324, 8.09897, 374.7
20200324, 8.107163333, 373
20200324, 8.112506667, 380.9
20200324, 8.11596, 380
20200324, 8.121483333, 369.3
20200324, 8.141093333, 343.8
20200324, 8.136863333, 339.8
20200324, 8.12523, 343
20200324, 8.126726667, 355.1
20200325, 8.118543333, 369.4
20200325, 8.111596667, 379.3
20200325, 8.107576667, 380.4
20200325, 8.102773333, 404.4
20200325, 8.08959, 416
20200325, 8.098483333, 418.3
20200325, 8.097816667, 420.6
20200325, 8.09669, 415.7
20200325, 8.093916667, 387.3
20200325, 8.121093333, 370
20200325, 8.1155, 374
20200325, 8.11669, 354.9
20200325, 8.110463333, 378.5
20200325, 8.100986667, 382.9
20200325, 8.103686667, 387.6
20200325, 8.10016, 397.2
20200325, 8.090316667, 404.9
20200325, 8.11137, 400.2
20200325, 8.093933333, 426.3
20200325, 8.112046667, 408.1
20200325, 8.113063333, 391.1
20200325, 8.144726667, 377.3
20200325, 8.145383333, 354.1
20200325, 8.13635, 345.2
20200326, 8.142886667, 374.7
20200326, 8.131306667, 386
20200326, 8.099466667, 386.5
20200326, 8.12373, 413.9
20200326, 8.098716667, 430
20200326, 8.079386667, 449.9
20200326, 8.062243333, 458.3
20200326, 8.06737, 440.5
20200326, 8.11608, 361.4
20200326, 8.120626667, 355.2
20200326, 8.121203333, 340.9
20200326, 8.11024, 332.8
20200326, 8.11822, 323.5
20200326, 8.125733333, 338.4
20200326, 8.12126, 367.3
20200326, 8.11648, 369.3
20200326, 8.09213, 379.8
20200326, 8.105216667, 383.4
20200326, 8.11917, 390.5
20200326, 8.135803333, 392.7
20200326, 8.12051, 394.9
20200326, 8.114993333, 386.9
20200326, 8.130883333, 385.9
20200326, 8.125313333, 380.7
20200327, 8.147373333, 367.1
20200327, 8.135373333, 386.2
20200327, 8.108086667, 398.4
20200327, 8.114226667, 392.5
20200327, 8.106603333, 420.4
20200327, 8.09445, 424.8
20200327, 8.09156, 428
20200327, 8.078143333, 431.6
20200327, 8.091073333, 424.1
20200327, 8.082856667, 418.7
20200327, 8.106496667, 371.4
20200327, 8.11127, 373.1
20200327, 8.10526, 381.8
20200327, 8.13527, 367.3
20200327, 8.116623333, 375.6
20200327, 8.120643333, 368.7
20200327, 8.092433333, 343.9
20200327, 8.131876667, 347.3
20200327, 8.122626667, 354.3
20200327, 8.124433333, 361.7
20200327, 8.12402, 352.2
20200327, 8.116823333, 367.4
20200327, 8.13903, 342.4
20200327, 8.12878, 341.6
20200328, 8.123453333, 351.3
20200328, 8.113263333, 372.3
20200328, 8.11183, 401.7
20200328, 8.069466667, 425.1
20200328, 8.074836667, 447.9
20200328, 8.00674, 457.4
20200328, 8.063063333, 460.9
20200328, 8.054596667, 472.9
20200328, 8.086796667, 455.1
20200328, 8.057946667, 417.4
20200328, 8.122113333, 371.3
20200328, 8.114716667, 368
20200328, 8.12231, 365.2
20200328, 8.10909, 407.9
20200328, 8.069176667, 441
20200328, 8.086923333, 420.8
20200328, 8.07029, 427
20200328, 8.112746667, 413.3
20200328, 8.104396667, 423.3
20200328, 8.058043333, 430.6
20200328, 8.064603333, 436.3
20200328, 8.077693333, 436.6
20200328, 8.09126, 443.9
20200329, 8.136726667, 397.5
20200329, 8.128756667, 401.7
20200329, 8.085026667, 428.4
20200329, 8.05909, 438.3
20200329, 8.07921, 446.4
20200329, 8.079173333, 459.9
20200329, 8.079606667, 475.7
20200329, 8.06383, 466.2
20200329, 8.080096667, 477.5
20200329, 8.042343333, 460.3
20200329, 8.035306667, 476.2
20200329, 8.03969, 413.9
20200329, 8.11413, 393
20200329, 8.103263333, 404.6
20200329, 8.073526667, 411.4
20200329, 8.057323333, 414.4
20200329, 8.07418, 422.2
20200329, 8.07473, 430
20200329, 8.07247, 435.2
20200329, 8.091846667, 455
20200329, 8.037873333, 447.2
20200329, 8.08165, 417.1
20200329, 8.07453, 413.6
20200329, 8.11955, 388.4
20200330, 8.10702, 382.6
20200330, 8.124153333, 362.2
20200330, 8.10335, 376.2
20200330, 8.107186667, 374.1
20200330, 8.093416667, 404.9
20200330, 8.094483333, 395.2
20200330, 8.08888, 398.3
20200330, 8.08355, 414.3
20200330, 8.08734, 413
20200330, 8.08588, 408.5
20200330, 8.094803333, 402.7
20200330, 8.08217, 379
20200330, 8.097223333, 370.3
20200330, 8.102236667, 361.6
20200330, 8.10668, 348.9
20200330, 8.116536667, 353.5
20200330, 8.11497, 341.9
20200330, 8.107456667, 377.4
20200330, 8.097056667, 384.4
20200330, 8.09808, 401.6
20200330, 8.09708, 400.3
20200330, 8.09532, 399.8
20200330, 8.101346667, 378.4
20200330, 8.11635, 359.9
20200331, 8.12487, 347
20200331, 8.123023333, 347.8
20200331, 8.110493333, 350.9
20200331, 8.11019, 357.4
20200331, 8.110193333, 366.7
20200331, 8.105666667, 370.2
20200331, 8.08079, 399.7
20200331, 8.077726667, 413.8
20200331, 8.081793333, 420.2
20200331, 8.074223333, 416.8
20200331, 8.06452, 414.2
20200331, 8.089343333, 379.3
20200331, 8.08008, 378.1
20200331, 8.078683333, 372
20200331, 8.08575, 356.5
20200331, 8.10018, 342.5
20200331, 8.171663333, 298.3
20200331, 8.110353333, 359.4
20200331, 8.09093, 385.2
20200331, 8.092143333, 402.3
20200331, 8.06594, 423.2
20200331, 8.073133333, 436.3
20200331, 8.09215, 437.5
20200401, 8.0941, 422.3
20200401, 8.124225, 380.7
20200401, 8.11043, 405.4
20200401, 8.07042, 431.7
20200401, 8.095475, 435.2
20200401, 8.1084, 427.9
20200401, 8.0835, 431.3
20200401, 8.07225, 449
20200401, 8.0631, 457.2
20200401, 8.064275, 469.9
20200401, 8.065075, 469
20200401, 8.057925, 437
20200401, 8.06685, 387.7
20200401, 8.08561, 385.7
20200401, 8.071246667, 379.1
20200401, 8.095633333, 367.1
20200401, 8.099576667, 351.8
20200401, 8.10234, 362.5
20200401, 8.127256667, 327.8
20200401, 8.115126667, 375.4
20200401, 8.10117, 391.4
20200401, 8.09986, 405.7
20200401, 8.1033, 400.9
20200401, 8.09583, 388.4
20200402, 8.100326667, 382.7
20200402, 8.094196667, 382.8
20200402, 8.10008, 352.7
20200402, 8.108923333, 371.9
20200402, 8.113233333, 362.7
20200402, 8.09424, 366.2
20200402, 8.098353333, 369.6
20200402, 8.095353333, 376.3
20200402, 8.085783333, 382.7
20200402, 8.076963333, 404.8
20200402, 8.07258, 433.4
20200402, 8.047883333, 448.6
20200402, 8.062886667, 445.7
20200402, 8.063063333, 436.4
20200402, 8.09782, 392.2
20200402, 8.075196667, 384.6
20200402, 8.07018, 369.9
20200402, 8.106106667, 374.8
20200402, 8.086406667, 363.5
20200402, 8.076866667, 379
20200402, 8.040916667, 391.3
20200402, 8.041093333, 405.5
20200402, 8.05556, 409.8
20200402, 8.059826667, 424.5
20200403, 8.055433333, 427
20200403, 8.061943333, 400
20200403, 8.070343333, 398.3
20200403, 8.069083333, 397.1
20200403, 8.061503333, 397.5
20200403, 8.059683333, 397.5
20200403, 8.05915, 396.5
20200403, 8.05926, 394.8
20200403, 8.05135, 398
20200403, 8.042583333, 411.7
20200403, 8.065666667, 389.3
20200403, 8.070603333, 397.7
20200403, 8.06203, 400.1
20200403, 8.064703333, 404.1
20200403, 8.063106667, 410.1
20200403, 8.060756667, 405.8
20200403, 8.044943333, 395.4
20200403, 8.07217, 373.9
20200403, 8.06706, 377.3
20200403, 8.064393333, 381.4
20200403, 8.09382, 371.1
20200403, 8.076163333, 368.3
20200403, 8.080846667, 381
20200403, 8.0571, 410.6
20200404, 8.047503333, 417.6
20200404, 8.057943333, 415.3
20200404, 8.055493333, 408.4
20200404, 8.02765, 428.2
20200404, 8.02996, 421.1
20200404, 8.06003, 364
20200404, 8.051176667, 373
20200404, 8.046742857, 391.2
20200404, 8.034626667, 410.7
20200404, 8.027213333, 437.3
20200404, 8.05604, 443.2
20200404, 8.0476, 453
20200404, 8.059516667, 458.3
20200404, 8.061413333, 464.5
20200404, 8.010693333, 477
20200404, 8.032516667, 425.4
20200404, 8.01174, 414.2
20200404, 8.03734, 404.5
20200404, 8.049356667, 441.3
20200404, 8.060736667, 424.4
20200404, 8.074014286, 442.5
20200404, 8.08179, 437
20200404, 8.073742857, 468.9
20200405, 8.067563333, 474
20200405, 8.059185714, 484.6
20200405, 8.065657143, 488.3
20200405, 8.0553, 481.7
20200405, 8.051485714, 476
20200405, 8.046757143, 429.2
20200405, 8.025885714, 445.8
20200405, 8.036871429, 447.9
20200405, 8.047714286, 460.4
20200405, 8.044214286, 468.7
20200405, 8.044, 493.4
20200405, 8.027414286, 502.7
20200405, 8.027471429, 494.3
20200405, 8.0386, 506.9
20200405, 8.025928571, 525.6
20200405, 8.022028571, 514.7
20200405, 8.037871429, 496.4
20200405, 8.046371429, 496.2
20200405, 8.084585714, 418.1
20200405, 8.085557143, 397.8
20200405, 8.090457143, 422.3
20200405, 8.077128571, 440
20200405, 8.047914286, 487.2
20200405, 8.023371429, 486.2
20200406, 8.065328571, 519.5
20200406, 8.039, 537
20200406, 8.033957143, 552.2
20200406, 8.0084, 549.7
20200406, 8.004371429, 550.4
20200406, 8.024057143, 534.8
20200406, 8.0545, 440.6
20200406, 8.036242857, 472
20200406, 8.0295, 474.5
20200406, 8.0192, 466.9
20200406, 8.009885714, 475.8
20200406, 8.0082, 495.5
20200406, 8.010875, 528.4
20200406, 7.982728571, 541.7
20200406, 8.006457143, 534
20200406, 8.004542857, 528.8
20200406, 8.018228571, 509.1
20200406, 7.995157143, 512.6
20200406, 8.072942857, 459.2
20200406, 8.0583, 402.7
20200406, 8.079, 383.8
20200406, 8.056485714, 380.5
20200406, 8.060042857, 402.2
